GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,AOB001
"G2800690","1880","Mississippi","280","Kemper","0690","Kemper",15719
"G2800710","1880","Mississippi","280","Lafayette","0710","Lafayette",21671
"G2800750","1880","Mississippi","280","Lauderdale","0750","Lauderdale",21501
"G2800770","1880","Mississippi","280","Lawrence","0770","Lawrence",9420
"G2800790","1880","Mississippi","280","Leake","0790","Leake",13146
"G2800810","1880","Mississippi","280","Lee","0810","Lee",20470
"G2800830","1880","Mississippi","280","Leflore","0830","Leflore",10246
"G2800850","1880","Mississippi","280","Lincoln","0850","Lincoln",13547
"G2800870","1880","Mississippi","280","Lowndes","0870","Lowndes",28244
"G2800890","1880","Mississippi","280","Madison","0890","Madison",25866
"G2800910","1880","Mississippi","280","Marion","0910","Marion",6901
"G2800930","1880","Mississippi","280","Marshall","0930","Marshall",29330
"G2800950","1880","Mississippi","280","Monroe","0950","Monroe",28553
"G2800970","1880","Mississippi","280","Montgomery","0970","Montgomery",13348
"G2800990","1880","Mississippi","280","Neshoba","0990","Neshoba",8741
"G2801010","1880","Mississippi","280","Newton","1010","Newton",13436
"G2801030","1880","Mississippi","280","Noxubee","1030","Noxubee",29874
"G2801050","1880","Mississippi","280","Oktibbeha","1050","Oktibbeha",15978
"G2801070","1880","Mississippi","280","Panola","1070","Panola",28352
"G2801110","1880","Mississippi","280","Perry","1110","Perry",3427
"G2801130","1880","Mississippi","280","Pike","1130","Pike",16688
"G2801150","1880","Mississippi","280","Pontotoc","1150","Pontotoc",13858
"G2801170","1880","Mississippi","280","Prentiss","1170","Prentiss",12158
"G2801190","1880","Mississippi","280","Quitman","1190","Quitman",1407
"G2801210","1880","Mississippi","280","Rankin","1210","Rankin",16752
"G2801230","1880","Mississippi","280","Scott","1230","Scott",10845
"G2801250","1880","Mississippi","280","Sharkey","1250","Sharkey",6306
"G2801270","1880","Mississippi","280","Simpson","1270","Simpson",8008
"G2801290","1880","Mississippi","280","Smith","1290","Smith",8088
"G2801315","1880","Mississippi","280","Sumner","1315","Sumner",9534
"G2801330","1880","Mississippi","280","Sunflower","1330","Sunflower",4661
"G2801350","1880","Mississippi","280","Tallahatchie","1350","Tallahatchie",10926
"G2801370","1880","Mississippi","280","Tate","1370","Tate",18721
"G2801390","1880","Mississippi","280","Tippah","1390","Tippah",12867
"G2801410","1880","Mississippi","280","Tishomingo","1410","Tishomingo",8774
"G2801430","1880","Mississippi","280","Tunica","1430","Tunica",8461
"G2801450","1880","Mississippi","280","Union","1450","Union",13030
"G2801490","1880","Mississippi","280","Warren","1490","Warren",31238
"G2801510","1880","Mississippi","280","Washington","1510","Washington",25367
"G2801530","1880","Mississippi","280","Wayne","1530","Wayne",8741
"G2801570","1880","Mississippi","280","Wilkinson","1570","Wilkinson",17815
"G2801590","1880","Mississippi","280","Winston","1590","Winston",10087
"G2801610","1880","Mississippi","280","Yalobusha","1610","Yalobusha",15649
"G2801630","1880","Mississippi","280","Yazoo","1630","Yazoo",33845
"G2900010","1880","Missouri","290","Adair","0010","Adair",15190
"G2900030","1880","Missouri","290","Andrew","0030","Andrew",16318
"G2900050","1880","Missouri","290","Atchison","0050","Atchison",14556
"G2900070","1880","Missouri","290","Audrain","0070","Audrain",19732
"G2900090","1880","Missouri","290","Barry","0090","Barry",14405
"G2900110","1880","Missouri","290","Barton","0110","Barton",10332
"G2900130","1880","Missouri","290","Bates","0130","Bates",25381
"G2900150","1880","Missouri","290","Benton","0150","Benton",12396
"G2900170","1880","Missouri","290","Bollinger","0170","Bollinger",11130
"G2900190","1880","Missouri","290","Boone","0190","Boone",25422
"G2900210","1880","Missouri","290","Buchanan","0210","Buchanan",49792
"G2900230","1880","Missouri","290","Butler","0230","Butler",6011
"G2900250","1880","Missouri","290","Caldwell","0250","Caldwell",13646
"G2900270","1880","Missouri","290","Callaway","0270","Callaway",23670
"G2900290","1880","Missouri","290","Camden","0290","Camden",7266
"G2900310","1880","Missouri","290","Cape Girardeau","0310","Cape Girardeau",20998
"G2900330","1880","Missouri","290","Carroll","0330","Carroll",23274
"G2900350","1880","Missouri","290","Carter","0350","Carter",2168
"G2900370","1880","Missouri","290","Cass","0370","Cass",22431
"G2900390","1880","Missouri","290","Cedar","0390","Cedar",10741
"G2900410","1880","Missouri","290","Chariton","0410","Chariton",25224
"G2900430","1880","Missouri","290","Christian","0430","Christian",9628
"G2900450","1880","Missouri","290","Clark","0450","Clark",15031
"G2900470","1880","Missouri","290","Clay","0470","Clay",15572
"G2900490","1880","Missouri","290","Clinton","0490","Clinton",16073
"G2900510","1880","Missouri","290","Cole","0510","Cole",15515
"G2900530","1880","Missouri","290","Cooper","0530","Cooper",21596
"G2900550","1880","Missouri","290","Crawford","0550","Crawford",10756
"G2900570","1880","Missouri","290","Dade","0570","Dade",12557
"G2900590","1880","Missouri","290","Dallas","0590","Dallas",9263
"G2900610","1880","Missouri","290","Daviess","0610","Daviess",19145
"G2900630","1880","Missouri","290","DeKalb","0630","De Kalb",13334
"G2900650","1880","Missouri","290","Dent","0650","Dent",10646
"G2900670","1880","Missouri","290","Douglas","0670","Douglas",7753
"G2900690","1880","Missouri","290","Dunklin","0690","Dunklin",9604
"G2900710","1880","Missouri","290","Franklin","0710","Franklin",26534
"G2900730","1880","Missouri","290","Gasconade","0730","Gasconade",11153
"G2900750","1880","Missouri","290","Gentry","0750","Gentry",17176
"G2900770","1880","Missouri","290","Greene","0770","Greene",28801
"G2900790","1880","Missouri","290","Grundy","0790","Grundy",15185
"G2900810","1880","Missouri","290","Harrison","0810","Harrison",20304
"G2900830","1880","Missouri","290","Henry","0830","Henry",23906
"G2900850","1880","Missouri","290","Hickory","0850","Hickory",7387
"G2900870","1880","Missouri","290","Holt","0870","Holt",15509
"G2900890","1880","Missouri","290","Howard","0890","Howard",18428
"G2900910","1880","Missouri","290","Howell","0910","Howell",8814
"G2900930","1880","Missouri","290","Iron","0930","Iron",8183
"G2900950","1880","Missouri","290","Jackson","0950","Jackson",82325
"G2900970","1880","Missouri","290","Jasper","0970","Jasper",32019
"G2900990","1880","Missouri","290","Jefferson","0990","Jefferson",18736
"G2901010","1880","Missouri","290","Johnson","1010","Johnson",28172
"G2901030","1880","Missouri","290","Knox","1030","Knox",13047
"G2901050","1880","Missouri","290","Laclede","1050","Laclede",11524
"G2901070","1880","Missouri","290","Lafayette","1070","Lafayette",25710
"G2901090","1880","Missouri","290","Lawrence","1090","Lawrence",17583
"G2901110","1880","Missouri","290","Lewis","1110","Lewis",15925
"G2901130","1880","Missouri","290","Lincoln","1130","Lincoln",17426
"G2901150","1880","Missouri","290","Linn","1150","Linn",20016
"G2901170","1880","Missouri","290","Livingston","1170","Livingston",20196
"G2901190","1880","Missouri","290","McDonald","1190","Mcdonald",7816
"G2901210","1880","Missouri","290","Macon","1210","Macon",26222
"G2901230","1880","Missouri","290","Madison","1230","Madison",8876
"G2901250","1880","Missouri","290","Maries","1250","Maries",7304
"G2901270","1880","Missouri","290","Marion","1270","Marion",24837
"G2901290","1880","Missouri","290","Mercer","1290","Mercer",14673
"G2901310","1880","Missouri","290","Miller","1310","Miller",9805
"G2901330","1880","Missouri","290","Mississippi","1330","Mississippi",9270
"G2901350","1880","Missouri","290","Moniteau","1350","Moniteau",14346
"G2901370","1880","Missouri","290","Monroe","1370","Monroe",19071
"G2901390","1880","Missouri","290","Montgomery","1390","Montgomery",16249
"G2901410","1880","Missouri","290","Morgan","1410","Morgan",10132
"G2901430","1880","Missouri","290","New Madrid","1430","New Madrid",7694
"G2901450","1880","Missouri","290","Newton","1450","Newton",18947
"G2901470","1880","Missouri","290","Nodaway","1470","Nodaway",29544
"G2901490","1880","Missouri","290","Oregon","1490","Oregon",5791
"G2901510","1880","Missouri","290","Osage","1510","Osage",11824
"G2901530","1880","Missouri","290","Ozark","1530","Ozark",5618
"G2901550","1880","Missouri","290","Pemiscot","1550","Pemiscot",4299
"G2901570","1880","Missouri","290","Perry","1570","Perry",11895
"G2901590","1880","Missouri","290","Pettis","1590","Pettis",27271
"G2901610","1880","Missouri","290","Phelps","1610","Phelps",12568
"G2901630","1880","Missouri","290","Pike","1630","Pike",26715
"G2901650","1880","Missouri","290","Platte","1650","Platte",17366
"G2901670","1880","Missouri","290","Polk","1670","Polk",15734
"G2901690","1880","Missouri","290","Pulaski","1690","Pulaski",7250
"G2901710","1880","Missouri","290","Putnam","1710","Putnam",13555
"G2901730","1880","Missouri","290","Ralls","1730","Ralls",11838
"G2901750","1880","Missouri","290","Randolph","1750","Randolph",22751
"G2901770","1880","Missouri","290","Ray","1770","Ray",20190
"G2901790","1880","Missouri","290","Reynolds","1790","Reynolds",5722
"G2901810","1880","Missouri","290","Ripley","1810","Ripley",5377
"G2901830","1880","Missouri","290","St Charles","1830","St Charles",23065
"G2901850","1880","Missouri","290","St Clair","1850","St Clair",14125
"G2901860","1880","Missouri","290","Ste Genevieve","1860","Ste Genevieve",10390
"G2901870","1880","Missouri","290","St Francois","1870","St Francois",13822
"G2901890","1880","Missouri","290","St Louis","1890","St Louis",31888
"G2901950","1880","Missouri","290","Saline","1950","Saline",29911
"G2901970","1880","Missouri","290","Schuyler","1970","Schuyler",10470
"G2901990","1880","Missouri","290","Scotland","1990","Scotland",12508
"G2902010","1880","Missouri","290","Scott","2010","Scott",8587
"G2902030","1880","Missouri","290","Shannon","2030","Shannon",3441
"G2902050","1880","Missouri","290","Shelby","2050","Shelby",14024
"G2902070","1880","Missouri","290","Stoddard","2070","Stoddard",13431
"G2902090","1880","Missouri","290","Stone","2090","Stone",4404
"G2902110","1880","Missouri","290","Sullivan","2110","Sullivan",16569
"G2902130","1880","Missouri","290","Taney","2130","Taney",5599
"G2902150","1880","Missouri","290","Texas","2150","Texas",12206
"G2902170","1880","Missouri","290","Vernon","2170","Vernon",19369
"G2902190","1880","Missouri","290","Warren","2190","Warren",10806
"G2902210","1880","Missouri","290","Washington","2210","Washington",12896
"G2902230","1880","Missouri","290","Wayne","2230","Wayne",9096
"G2902250","1880","Missouri","290","Webster","2250","Webster",12175
"G2902270","1880","Missouri","290","Worth","2270","Worth",8203
"G2902290","1880","Missouri","290","Wright","2290","Wright",9712
"G2905100","1880","Missouri","290","St Louis City","5100","St Louis City",350518
"G3050015","1880","Montana Territory","305","Beaverhead","0015","Beaverhead",2712
"G3050055","1880","Montana Territory","305","Chouteau","0055","Chouteau",3058
"G3050075","1880","Montana Territory","305","Custer","0075","Custer",2510
"G3050095","1880","Montana Territory","305","Dawson","0095","Dawson",180
"G3050115","1880","Montana Territory","305","Deer Lodge","0115","Deer Lodge",8876
"G3050135","1880","Montana Territory","305","Gallatin","0135","Gallatin",3643
"G3050155","1880","Montana Territory","305","Jefferson","0155","Jefferson",2464
"G3050175","1880","Montana Territory","305","Lewis And Clark","0175","Lewis And Clark",6521
"G3050195","1880","Montana Territory","305","Madison","0195","Madison",3915
"G3050215","1880","Montana Territory","305","Meagher","0215","Meagher",2743
"G3050235","1880","Montana Territory","305","Missoula","0235","Missoula",2537
"G3100010","1880","Nebraska","310","Adams","0010","Adams",10235
"G3100030","1880","Nebraska","310","Antelope","0030","Antelope",3953
"G3100075","1880","Nebraska","310","Blackbird","0075","Blackbird",109
"G3100110","1880","Nebraska","310","Boone","0110","Boone",4170
"G3100190","1880","Nebraska","310","Buffalo","0190","Buffalo",7531
"G3100210","1880","Nebraska","310","Burt","0210","Burt",6937
"G3100230","1880","Nebraska","310","Butler","0230","Butler",9194
"G3100250","1880","Nebraska","310","Cass","0250","Cass",16683
"G3100270","1880","Nebraska","310","Cedar","0270","Cedar",2899
"G3100290","1880","Nebraska","310","Chase","0290","Chase",70
"G3100330","1880","Nebraska","310","Cheyenne","0330","Cheyenne",1558
"G3100350","1880","Nebraska","310","Clay","0350","Clay",11294
"G3100370","1880","Nebraska","310","Colfax","0370","Colfax",6588
"G3100390","1880","Nebraska","310","Cuming","0390","Cuming",5569
"G3100410","1880","Nebraska","310","Custer","0410","Custer",2211
"G3100430","1880","Nebraska","310","Dakota","0430","Dakota",3213
"G3100470","1880","Nebraska","310","Dawson","0470","Dawson",2909
"G3100510","1880","Nebraska","310","Dixon","0510","Dixon",4177
"G3100530","1880","Nebraska","310","Dodge","0530","Dodge",11263
"G3100550","1880","Nebraska","310","Douglas","0550","Douglas",37645
"G3100570","1880","Nebraska","310","Dundy","0570","Dundy",37
"G3100590","1880","Nebraska","310","Fillmore","0590","Fillmore",10204
"G3100610","1880","Nebraska","310","Franklin","0610","Franklin",5465
"G3100630","1880","Nebraska","310","Frontier","0630","Frontier",934
"G3100650","1880","Nebraska","310","Furnas","0650","Furnas",6407
"G3100670","1880","Nebraska","310","Gage","0670","Gage",13164
"G3100730","1880","Nebraska","310","Gosper","0730","Gosper",1673
"G3100770","1880","Nebraska","310","Greeley","0770","Greeley",1461
"G3100790","1880","Nebraska","310","Hall","0790","Hall",8572
"G3100810","1880","Nebraska","310","Hamilton","0810","Hamilton",8267
"G3100830","1880","Nebraska","310","Harlan","0830","Harlan",6086
"G3100850","1880","Nebraska","310","Hayes","0850","Hayes",119
"G3100870","1880","Nebraska","310","Hitchcock","0870","Hitchcock",1012
"G3100890","1880","Nebraska","310","Holt","0890","Holt",3287
"G3100930","1880","Nebraska","310","Howard","0930","Howard",4391
"G3100950","1880","Nebraska","310","Jefferson","0950","Jefferson",8096
"G3100970","1880","Nebraska","310","Johnson","0970","Johnson",7595
"G3100990","1880","Nebraska","310","Kearney","0990","Kearney",4072
"G3101010","1880","Nebraska","310","Keith","1010","Keith",194
"G3101070","1880","Nebraska","310","Knox","1070","Knox",3666
"G3101090","1880","Nebraska","310","Lancaster","1090","Lancaster",28090
"G3101110","1880","Nebraska","310","Lincoln","1110","Lincoln",3632
"G3101190","1880","Nebraska","310","Madison","1190","Madison",5589
"G3101210","1880","Nebraska","310","Merrick","1210","Merrick",5341
"G3101250","1880","Nebraska","310","Nance","1250","Nance",1212
"G3101270","1880","Nebraska","310","Nemaha","1270","Nemaha",10451
"G3101290","1880","Nebraska","310","Nuckolls","1290","Nuckolls",4235
"G3101310","1880","Nebraska","310","Otoe","1310","Otoe",15727
"G3101330","1880","Nebraska","310","Pawnee","1330","Pawnee",6920
"G3101370","1880","Nebraska","310","Phelps","1370","Phelps",2447
"G3101390","1880","Nebraska","310","Pierce","1390","Pierce",1202
"G3101410","1880","Nebraska","310","Platte","1410","Platte",9511
"G3101430","1880","Nebraska","310","Polk","1430","Polk",6846
"G3101450","1880","Nebraska","310","Red Willow","1450","Red Willow",3044
"G3101470","1880","Nebraska","310","Richardson","1470","Richardson",15031
"G3101510","1880","Nebraska","310","Saline","1510","Saline",14491
"G3101530","1880","Nebraska","310","Sarpy","1530","Sarpy",4481
"G3101550","1880","Nebraska","310","Saunders","1550","Saunders",15810
"G3101590","1880","Nebraska","310","Seward","1590","Seward",11147
"G3101630","1880","Nebraska","310","Sherman","1630","Sherman",2061
"G3101650","1880","Nebraska","310","Sioux","1650","Sioux",699
"G3101670","1880","Nebraska","310","Stanton","1670","Stanton",1813
"G3101690","1880","Nebraska","310","Thayer","1690","Thayer",6113
"G3101733","1880","Nebraska","310","Unorganized Territory","1733","Unorganized Territory",2913
"G3101750","1880","Nebraska","310","Valley","1750","Valley",2324
"G3101770","1880","Nebraska","310","Washington","1770","Washington",8631
"G3101790","1880","Nebraska","310","Wayne","1790","Wayne",813
"G3101810","1880","Nebraska","310","Webster","1810","Webster",7104
"G3101830","1880","Nebraska","310","Wheeler","1830","Wheeler",644
"G3101850","1880","Nebraska","310","York","1850","York",11170
"G3200010","1880","Nevada","320","Churchill","0010","Churchill",479
"G3200050","1880","Nevada","320","Douglas","0050","Douglas",1581
"G3200070","1880","Nevada","320","Elko","0070","Elko",5716
"G3200090","1880","Nevada","320","Esmeralda","0090","Esmeralda",3220
"G3200110","1880","Nevada","320","Eureka","0110","Eureka",7086
"G3200130","1880","Nevada","320","Humboldt","0130","Humboldt",3480
"G3200150","1880","Nevada","320","Lander","0150","Lander",3624
"G3200170","1880","Nevada","320","Lincoln","0170","Lincoln",2637
"G3200190","1880","Nevada","320","Lyon","0190","Lyon",2409
"G3200230","1880","Nevada","320","Nye","0230","Nye",1875
"G3200250","1880","Nevada","320","Ormsby","0250","Ormsby",5412
"G3200275","1880","Nevada","320","Roop","0275","Roop",286
"G3200290","1880","Nevada","320","Storey","0290","Storey",16115
"G3200310","1880","Nevada","320","Washoe","0310","Washoe",5664
"G3200330","1880","Nevada","320","White Pine","0330","White Pine",2682
"G3300010","1880","New Hampshire","330","Belknap","0010","Belknap",17948
"G3300030","1880","New Hampshire","330","Carroll","0030","Carroll",18224
"G3300050","1880","New Hampshire","330","Cheshire","0050","Cheshire",28734
"G3300070","1880","New Hampshire","330","Coos","0070","Coos",18580
"G3300090","1880","New Hampshire","330","Grafton","0090","Grafton",38788
"G3300110","1880","New Hampshire","330","Hillsborough","0110","Hillsborough",75634
"G3300130","1880","New Hampshire","330","Merrimack","0130","Merrimack",46300
"G3300150","1880","New Hampshire","330","Rockingham","0150","Rockingham",49064
"G3300170","1880","New Hampshire","330","Strafford","0170","Strafford",35558
"G3300190","1880","New Hampshire","330","Sullivan","0190","Sullivan",18161
"G3400010","1880","New Jersey","340","Atlantic","0010","Atlantic",18704
"G3400030","1880","New Jersey","340","Bergen","0030","Bergen",36786
"G3400050","1880","New Jersey","340","Burlington","0050","Burlington",55402
"G3400070","1880","New Jersey","340","Camden","0070","Camden",62942
"G3400090","1880","New Jersey","340","Cape May","0090","Cape May",9765
"G3400110","1880","New Jersey","340","Cumberland","0110","Cumberland",37687
"G3400130","1880","New Jersey","340","Essex","0130","Essex",189929
"G3400150","1880","New Jersey","340","Gloucester","0150","Gloucester",25886
"G3400170","1880","New Jersey","340","Hudson","0170","Hudson",187944
"G3400190","1880","New Jersey","340","Hunterdon","0190","Hunterdon",38570
"G3400210","1880","New Jersey","340","Mercer","0210","Mercer",58061
"G3400230","1880","New Jersey","340","Middlesex","0230","Middlesex",52286
"G3400250","1880","New Jersey","340","Monmouth","0250","Monmouth",55538
"G3400270","1880","New Jersey","340","Morris","0270","Morris",50861
"G3400290","1880","New Jersey","340","Ocean","0290","Ocean",14455
"G3400310","1880","New Jersey","340","Passaic","0310","Passaic",68860
"G3400330","1880","New Jersey","340","Salem","0330","Salem",24579
"G3400350","1880","New Jersey","340","Somerset","0350","Somerset",27162
"G3400370","1880","New Jersey","340","Sussex","0370","Sussex",23539
"G3400390","1880","New Jersey","340","Union","0390","Union",55571
"G3400410","1880","New Jersey","340","Warren","0410","Warren",36589
"G3550035","1880","New Mexico Territory","355","Bernalillo","0035","Bernalillo",17225
"G3550075","1880","New Mexico Territory","355","Colfax","0075","Colfax",3398
"G3550115","1880","New Mexico Territory","355","Dona Ana","0115","Dona Ana",7612
"G3550155","1880","New Mexico Territory","355","Grant","0155","Grant",4539
"G3550195","1880","New Mexico Territory","355","Lincoln","0195","Lincoln",2513
"G3550255","1880","New Mexico Territory","355","Mora","0255","Mora",9751
"G3550315","1880","New Mexico Territory","355","Rio Arriba","0315","Rio Arriba",11023
"G3550395","1880","New Mexico Territory","355","San Miguel","0395","San Miguel",20638
"G3550435","1880","New Mexico Territory","355","Santa Fe","0435","Santa Fe",10867
"G3550475","1880","New Mexico Territory","355","Socorro","0475","Socorro",7875
"G3550495","1880","New Mexico Territory","355","Taos","0495","Taos",11029
"G3550555","1880","New Mexico Territory","355","Valencia","0555","Valencia",13095
"G3600010","1880","New York","360","Albany","0010","Albany",154890
"G3600030","1880","New York","360","Allegany","0030","Allegany",41810
"G3600070","1880","New York","360","Broome","0070","Broome",49483
"G3600090","1880","New York","360","Cattaraugus","0090","Cattaraugus",55806
"G3600110","1880","New York","360","Cayuga","0110","Cayuga",65081
"G3600130","1880","New York","360","Chautauqua","0130","Chautauqua",65342
"G3600150","1880","New York","360","Chemung","0150","Chemung",43065
"G3600170","1880","New York","360","Chenango","0170","Chenango",39891
"G3600190","1880","New York","360","Clinton","0190","Clinton",50897
"G3600210","1880","New York","360","Columbia","0210","Columbia",47928
"G3600230","1880","New York","360","Cortland","0230","Cortland",25825
"G3600250","1880","New York","360","Delaware","0250","Delaware",42721
"G3600270","1880","New York","360","Dutchess","0270","Dutchess",79184
"G3600290","1880","New York","360","Erie","0290","Erie",219884
"G3600310","1880","New York","360","Essex","0310","Essex",34515
"G3600330","1880","New York","360","Franklin","0330","Franklin",32390
"G3600350","1880","New York","360","Fulton","0350","Fulton",30985
"G3600370","1880","New York","360","Genesee","0370","Genesee",32806
"G3600390","1880","New York","360","Greene","0390","Greene",32695
"G3600410","1880","New York","360","Hamilton","0410","Hamilton",3923
"G3600430","1880","New York","360","Herkimer","0430","Herkimer",42669
"G3600450","1880","New York","360","Jefferson","0450","Jefferson",66103
"G3600470","1880","New York","360","Kings","0470","Kings",599495
"G3600490","1880","New York","360","Lewis","0490","Lewis",31416
"G3600510","1880","New York","360","Livingston","0510","Livingston",39562
"G3600530","1880","New York","360","Madison","0530","Madison",44112
"G3600550","1880","New York","360","Monroe","0550","Monroe",144903
"G3600570","1880","New York","360","Montgomery","0570","Montgomery",38315
"G3600610","1880","New York","360","New York","0610","New York",1206299
"G3600630","1880","New York","360","Niagara","0630","Niagara",54173
"G3600650","1880","New York","360","Oneida","0650","Oneida",115475
"G3600670","1880","New York","360","Onondaga","0670","Onondaga",117893
"G3600690","1880","New York","360","Ontario","0690","Ontario",49541
"G3600710","1880","New York","360","Orange","0710","Orange",88220
"G3600730","1880","New York","360","Orleans","0730","Orleans",30128
"G3600750","1880","New York","360","Oswego","0750","Oswego",77911
"G3600770","1880","New York","360","Otsego","0770","Otsego",51397
"G3600790","1880","New York","360","Putnam","0790","Putnam",15181
"G3600810","1880","New York","360","Queens","0810","Queens",90574
"G3600830","1880","New York","360","Rensselaer","0830","Rensselaer",115328
"G3600850","1880","New York","360","Richmond","0850","Richmond",38991
"G3600870","1880","New York","360","Rockland","0870","Rockland",27690
"G3600890","1880","New York","360","St Lawrence","0890","St Lawrence",85997
"G3600910","1880","New York","360","Saratoga","0910","Saratoga",55156
"G3600930","1880","New York","360","Schenectady","0930","Schenectady",23538
"G3600950","1880","New York","360","Schoharie","0950","Schoharie",32910
"G3600970","1880","New York","360","Schuyler","0970","Schuyler",18842
"G3600990","1880","New York","360","Seneca","0990","Seneca",29278
"G3601010","1880","New York","360","Steuben","1010","Steuben",77586
"G3601030","1880","New York","360","Suffolk","1030","Suffolk",53888
"G3601050","1880","New York","360","Sullivan","1050","Sullivan",32491
"G3601070","1880","New York","360","Tioga","1070","Tioga",32673
"G3601090","1880","New York","360","Tompkins","1090","Tompkins",34445
"G3601110","1880","New York","360","Ulster","1110","Ulster",85838
"G3601130","1880","New York","360","Warren","1130","Warren",25179
"G3601150","1880","New York","360","Washington","1150","Washington",47871
"G3601170","1880","New York","360","Wayne","1170","Wayne",51700
"G3601190","1880","New York","360","Westchester","1190","Westchester",108988
"G3601210","1880","New York","360","Wyoming","1210","Wyoming",30907
"G3601230","1880","New York","360","Yates","1230","Yates",21087
"G3700010","1880","North Carolina","370","Alamance","0010","Alamance",14613
"G3700030","1880","North Carolina","370","Alexander","0030","Alexander",8355
"G3700050","1880","North Carolina","370","Alleghany","0050","Alleghany",5486
"G3700070","1880","North Carolina","370","Anson","0070","Anson",17994
"G3700090","1880","North Carolina","370","Ashe","0090","Ashe",14437
"G3700130","1880","North Carolina","370","Beaufort","0130","Beaufort",17474
"G3700150","1880","North Carolina","370","Bertie","0150","Bertie",16399
"G3700170","1880","North Carolina","370","Bladen","0170","Bladen",16158
"G3700190","1880","North Carolina","370","Brunswick","0190","Brunswick",9389
"G3700210","1880","North Carolina","370","Buncombe","0210","Buncombe",21909
"G3700230","1880","North Carolina","370","Burke","0230","Burke",12809
"G3700250","1880","North Carolina","370","Cabarrus","0250","Cabarrus",14964
"G3700270","1880","North Carolina","370","Caldwell","0270","Caldwell",10291
"G3700290","1880","North Carolina","370","Camden","0290","Camden",6274
"G3700310","1880","North Carolina","370","Carteret","0310","Carteret",9784
"G3700330","1880","North Carolina","370","Caswell","0330","Caswell",17825
"G3700350","1880","North Carolina","370","Catawba","0350","Catawba",14946
"G3700370","1880","North Carolina","370","Chatham","0370","Chatham",23453
"G3700390","1880","North Carolina","370","Cherokee","0390","Cherokee",8182
"G3700410","1880","North Carolina","370","Chowan","0410","Chowan",7900
"G3700430","1880","North Carolina","370","Clay","0430","Clay",3316
"G3700450","1880","North Carolina","370","Cleveland","0450","Cleveland",16571
"G3700470","1880","North Carolina","370","Columbus","0470","Columbus",14439
"G3700490","1880","North Carolina","370","Craven","0490","Craven",19729
"G3700510","1880","North Carolina","370","Cumberland","0510","Cumberland",23836
"G3700530","1880","North Carolina","370","Currituck","0530","Currituck",6476
"G3700550","1880","North Carolina","370","Dare","0550","Dare",3243
"G3700570","1880","North Carolina","370","Davidson","0570","Davidson",20333
"G3700590","1880","North Carolina","370","Davie","0590","Davie",11096
"G3700610","1880","North Carolina","370","Duplin","0610","Duplin",18773
"G3700650","1880","North Carolina","370","Edgecombe","0650","Edgecombe",26181
"G3700670","1880","North Carolina","370","Forsyth","0670","Forsyth",18070
"G3700690","1880","North Carolina","370","Franklin","0690","Franklin",20829
"G3700710","1880","North Carolina","370","Gaston","0710","Gaston",14254
"G3700730","1880","North Carolina","370","Gates","0730","Gates",8897
"G3700750","1880","North Carolina","370","Graham","0750","Graham",2335
"G3700770","1880","North Carolina","370","Granville","0770","Granville",31286
"G3700790","1880","North Carolina","370","Greene","0790","Greene",10037
"G3700810","1880","North Carolina","370","Guilford","0810","Guilford",23585
"G3700830","1880","North Carolina","370","Halifax","0830","Halifax",30300
"G3700850","1880","North Carolina","370","Harnett","0850","Harnett",10862
"G3700870","1880","North Carolina","370","Haywood","0870","Haywood",10271
"G3700890","1880","North Carolina","370","Henderson","0890","Henderson",10281
"G3700910","1880","North Carolina","370","Hertford","0910","Hertford",11843
"G3700950","1880","North Carolina","370","Hyde","0950","Hyde",7765
"G3700970","1880","North Carolina","370","Iredell","0970","Iredell",22675
"G3700990","1880","North Carolina","370","Jackson","0990","Jackson",7343
"G3701010","1880","North Carolina","370","Johnston","1010","Johnston",23461
"G3701030","1880","North Carolina","370","Jones","1030","Jones",7491
"G3701070","1880","North Carolina","370","Lenoir","1070","Lenoir",15344
"G3701090","1880","North Carolina","370","Lincoln","1090","Lincoln",11061
"G3701110","1880","North Carolina","370","McDowell","1110","Mcdowell",9836
"G3701130","1880","North Carolina","370","Macon","1130","Macon",8064
"G3701150","1880","North Carolina","370","Madison","1150","Madison",12810
"G3701170","1880","North Carolina","370","Martin","1170","Martin",13140
"G3701190","1880","North Carolina","370","Mecklenburg","1190","Mecklenburg",34175
"G3701210","1880","North Carolina","370","Mitchell","1210","Mitchell",9435
"G3701230","1880","North Carolina","370","Montgomery","1230","Montgomery",9374
"G3701250","1880","North Carolina","370","Moore","1250","Moore",16821
"G3701270","1880","North Carolina","370","Nash","1270","Nash",17731
"G3701290","1880","North Carolina","370","New Hanover","1290","New Hanover",21376
"G3701310","1880","North Carolina","370","Northampton","1310","Northampton",20032
"G3701330","1880","North Carolina","370","Onslow","1330","Onslow",9829
"G3701350","1880","North Carolina","370","Orange","1350","Orange",23698
"G3701370","1880","North Carolina","370","Pamlico","1370","Pamlico",6323
"G3701390","1880","North Carolina","370","Pasquotank","1390","Pasquotank",10369
"G3701410","1880","North Carolina","370","Pender","1410","Pender",12468
"G3701430","1880","North Carolina","370","Perquimans","1430","Perquimans",9466
"G3701450","1880","North Carolina","370","Person","1450","Person",13719
"G3701470","1880","North Carolina","370","Pitt","1470","Pitt",21794
"G3701490","1880","North Carolina","370","Polk","1490","Polk",5062
